Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Libya,LBY,40953924949.0,36374353880.0,33760146991.0,33200520140.0,29476109153.0,31530566324.0,24180400959.0,26697659335.0,24308959591.0,25156707899.0,28904183602.0,31991821265.0,33887047909.0,30660051911.0,28610549763.0,25541379187.0,27884615385.0,30700897875.0,27251301398.0,35975860857.0,38270954138.0,34112093927.0,20481889764.0,26265625000.0,33122307692.0,47334691241.0,60094231607.0,68032978391.0,86710767415.0,60808562033.0,75380825062.0,48169263294.0,92540938129.0,75351107029.0,57372355592.0,48717501321.0,49912073701.0,67157452182.0,76686029772.0,69254496472.0,46854285441.0,35217995647.0,43246297922.0
St. Lucia,LCA,170370370.4,194444444.4,183333333.3,197037037.0,251481481.5,284444444.4,340000000.0,375555555.6,429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963.0,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000.0,987407407.4,1066666667.0,1135555556.0,1268319185.0,1336088815.0,1437731111.0,1401507889.0,1482385185.0,1568370370.0,1598207407.0,1660392593.0,1749185185.0,1807640741.0,1868544444.0,1998503704.0,2060955556.0,2095344444.0,1499274074.0,1867185185.0,2342714815.0
Liechtenstein,LIE,534699362.9,511647750.1,522096760.3,524023624.9,502620991.9,529073612.5,779357802.5,1052848996.0,1161757671.0,1119983801.0,1421509216.0,1484160302.0,1631177029.0,1673085245.0,1948129623.0,2428525061.0,2504012993.0,2298389803.0,2479699106.0,2664105901.0,2483889858.0,2491800559.0,2688618747.0,3070803051.0,3454373798.0,3659319117.0,4000102086.0,4601429897.0,5081479840.0,4504375348.0,5082337238.0,5739706005.0,5456102482.0,6391708311.0,6657526980.0,6268515276.0,6237302034.0,6474308718.0,6692620692.0,6436467007.0,6405870210.0,7912602342.0,7378156576.0
Sri Lanka,LKA,4024621900.0,4415844156.0,4768765017.0,5167913302.0,6043474843.0,5978460972.0,6405210564.0,6682167120.0,6978371581.0,6987267684.0,8032551173.0,9000362582.0,9703011636.0,10338679636.0,11717604209.0,13029697561.0,13897738375.0,15091913884.0,15794972847.0,15656327860.0,16330814180.0,15749753805.0,16536535647.0,18881765437.0,20662525941.0,24405791045.0,28279802406.0,32350238760.0,40713826215.0,42066224093.0,58636161082.0,67753284044.0,70447216891.0,77000578167.0,82528535714.0,85090301052.0,88000211172.0,94369350286.0,94450015983.0,88998706297.0,84335574582.0,88556698938.0,74143020263.0
Lesotho,LSO,431542536.7,434188034.2,348741683.7,386699308.9,333163670.3,268629925.9,318858423.0,402768324.5,470395800.6,495409232.6,596410263.7,704325366.7,831029861.7,835582062.5,878250945.3,1001894000.0,946112492.8,998004258.7,928460893.1,912773681.1,887291687.9,825706961.2,775777238.6,1157825435.0,1511236656.0,1682343527.0,1800092564.0,1682131785.0,1766902709.0,1740894965.0,2234754242.0,2579409620.0,2477702216.0,2367112932.0,2441063054.0,2359686725.0,2114426452.0,2306741672.0,2556247292.0,2390702296.0,2053699870.0,2412130022.0,2354980884.0
Luxembourg,LUX,6019805490.0,5053665797.0,4602316793.0,4524217751.0,4438435493.0,4577211767.0,6685595088.0,8320902215.0,9418167855.0,10037674038.0,12778792854.0,13834219728.0,15518702635.0,15925521222.0,17701798891.0,20853093870.0,20895314658.0,19563836265.0,20150053345.0,21899317599.0,21230182989.0,21387533703.0,23649833332.0,29667268248.0,35064843793.0,37672280120.0,42910146296.0,51587401416.0,58844277702.0,54467289898.0,56213985987.0,61696281326.0,59776383527.0,65203276467.0,68804811898.0,60071584216.0,62216885436.0,65712180343.0,71085623495.0,69872035114.0,73670782100.0,86386759695.0,80801680397.0
Morocco,MAR,21728516153.0,17788185479.0,17692276734.0,16251408128.0,14824667954.0,14991283216.0,19462085540.0,21765195948.0,25705296184.0,26314313191.0,30179954775.0,32285573574.0,33711069431.0,31655473664.0,35604137423.0,39030285468.0,43161571528.0,39147844526.0,46497608725.0,46266428648.0,43017455402.0,43831480208.0,47077192188.0,58029363354.0,66114145451.0,68852658069.0,75883823301.0,86947913287.0,102000000000.0,101000000000.0,101000000000.0,110000000000.0,107000000000.0,116000000000.0,119000000000.0,110000000000.0,112000000000.0,119000000000.0,127000000000.0,129000000000.0,121000000000.0,142000000000.0,131000000000.0
Monaco,MCO,1378175524.0,1205188648.0,1143216457.0,1092560365.0,1037329604.0,1082867507.0,1515234743.0,1839081463.0,2000704745.0,2010083833.0,2481307077.0,2480540845.0,2737049231.0,2574494356.0,2720332135.0,3130309995.0,3137886995.0,2840195190.0,2934593468.0,2907118641.0,2654462665.0,2673723034.0,2919647982.0,3597089751.0,4043551489.0,4204652899.0,4586826513.0,5875790766.0,6502942245.0,5474379252.0,5367561570.0,6088689808.0,5742749294.0,6555591710.0,7070017324.0,6264756528.0,6471290794.0,6430254653.0,7184333936.0,7383496254.0,6730736283.0,8623242743.0,8800430486.0
Madagascar,MDG,5201818348.0,4759333998.0,4784977326.0,4686457031.0,3905938481.0,3802557895.0,4347989788.0,3212900556.0,3189456965.0,3175638333.0,3931334875.0,3254713056.0,3714966678.0,4063298919.0,3522227092.0,3838100904.0,4931861039.0,4262965420.0,4401967633.0,4277903780.0,4629247204.0,5438332602.0,5351701663.0,6372498890.0,5064732626.0,5859269753.0,6395712491.0,8524620890.0,10725137724.0,9616879409.0,9982711338.0,11551819618.0,11578975062.0,12423555455.0,12522957399.0,11323020701.0,11848613858.0,13176313594.0,13760033282.0,14104664679.0,13051441204.0,14354731964.0,15325603273.0
Maldives,MDV,42463576.16,44781456.95,47911340.18,57829787.23,109503546.1,127190758.0,141882254.2,141223029.4,168514513.4,189514434.2,215043969.8,244396761.9,284875809.0,322417837.2,356014932.1,398988955.0,450382328.0,508223602.4,540096397.6,589239753.6,624337145.3,870031676.8,897031250.0,1052121055.0,1226829563.0,1163362438.0,1575200391.0,1868383461.0,2271646188.0,2345294875.0,2588176055.0,2774350240.0,2886163997.0,3295009238.0,3697353039.0,4129505319.0,4409942624.0,4816426257.0,5404344163.0,5726094799.0,3712604583.0,5252457370.0,6177118114.0
Mexico,MEX,206000000000.0,264000000000.0,185000000000.0,156000000000.0,184000000000.0,195000000000.0,135000000000.0,148000000000.0,182000000000.0,221000000000.0,261000000000.0,313000000000.0,363000000000.0,530000000000.0,554000000000.0,380000000000.0,432000000000.0,523000000000.0,557000000000.0,631000000000.0,742000000000.0,796000000000.0,811000000000.0,766000000000.0,819000000000.0,918000000000.0,1020000000000.0,1100000000000.0,1160000000000.0,943000000000.0,1110000000000.0,1230000000000.0,1260000000000.0,1330000000000.0,1360000000000.0,1210000000000.0,1110000000000.0,1190000000000.0,1260000000000.0,1300000000000.0,1120000000000.0,1320000000000.0,1470000000000.0
Marshall Islands,MHL,26710653.0,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,109884700.0,112070100.0,113352100.0,114838500.0,122406100.0,131960000.0,131128500.0,132900000.0,138000000.0,143200000.0,150500000.0,146600000.0,151200000.0,161100000.0,172300000.0,180700000.0,186400000.0,186000000.0,183700000.0,201800000.0,213700000.0,220000000.0,232900000.0,241800000.0,258900000.0,253400000.0
Mali,MLI,1759691186.0,1538972424.0,1333754225.0,1297765326.0,1232932104.0,1392196048.0,1852163453.0,2090629987.0,2169040603.0,2181821909.0,2681912149.0,2724131458.0,2830673378.0,2818281085.0,2081846498.0,2706425157.0,2780422049.0,2697105823.0,2920358711.0,3440724710.0,2961484954.0,3468337942.0,3908121307.0,4714071980.0,7113132070.0,8009875052.0,8858863053.0,10289243720.0,12262134441.0,12592138109.0,13196527458.0,15506843902.0,14891957623.0,15769357573.0,16943434591.0,15583181170.0,16743796800.0,18308362040.0,20368015381.0,20477421885.0,20698560939.0,22999245263.0,22374051350.0
Malta,MLT,1250198601.0,1243509394.0,1234474404.0,1165729707.0,1101807023.0,1117797439.0,1435038441.0,1751293461.0,2019503068.0,2118655677.0,2547328748.0,2750216747.0,3021942759.0,2709193538.0,2998505428.0,3709360097.0,3822489746.0,3787070704.0,4010092091.0,4111891845.0,4036809865.0,4070867153.0,4455127398.0,5418315225.0,6104141501.0,6393234965.0,6749838862.0,7908412374.0,9135419490.0,8734745632.0,9097044182.0,9789361705.0,9609532106.0,10796782634.0,11888032862.0,11340795033.0,12025782885.0,14161366733.0,16153779511.0,16337793531.0,16409900599.0,19723563355.0,19239187084.0
Myanmar,MMR,1038225167.0,1111000765.0,1481165468.0,1381573615.0,1304063253.0,1478908173.0,1582873750.0,1562448077.0,1541088312.0,2013448229.0,2115193513.0,2069832687.0,2411552289.0,3163020035.0,4432257174.0,5289174943.0,6123556717.0,4722288496.0,6459461639.0,8486832801.0,8905066164.0,6477790688.0,6777632512.0,10467109978.0,10567354056.0,11986972419.0,14502553710.0,20182477481.0,31862554102.0,36906181381.0,49540813342.0,59977326086.0,59937796648.0,60269732855.0,65531374200.0,59607290408.0,63298361996.0,66053040483.0,67860515990.0,75065106228.0,79006113643.0,66345291160.0,62253049892.0
Mongolia,MNG,2101394100.0,2310099100.0,2552401933.0,2725736633.0,2098734600.0,2186505475.0,2896178867.0,3020611600.0,3204461567.0,3576966800.0,2560785660.0,2379018326.0,1317611864.0,768401634.2,925817092.2,1452165005.0,1345719472.0,1180934203.0,1124440205.0,1057408589.0,1136896124.0,1267997934.0,1396555720.0,1595297356.0,1992066808.0,2523471601.0,3414055662.0,4234999704.0,5623216608.0,4583850368.0,7189481999.0,10409797378.0,12292770632.0,12582122604.0,12226514668.0,11619892591.0,11181350649.0,11480847741.0,13178094720.0,14206359018.0,13312981429.0,15286441738.0,17146471714.0
Mauritania,MRT,1047925106.0,1105494682.0,1108776653.0,1165171263.0,1074373230.0,1009723326.0,1186628778.0,1344664725.0,1414951290.0,1450647019.0,1506914408.0,2133692697.0,2164298425.0,1847353211.0,1944876755.0,2091726101.0,2132087009.0,2071996564.0,2032347665.0,1985922776.0,1779520886.0,1746063558.0,1777057481.0,2051147607.0,2362501023.0,2936019526.0,3919577286.0,4346212355.0,5206437194.0,4714595548.0,5628878798.0,6764627746.0,6728208836.0,7223071097.0,6592537782.0,6166863897.0,6398747592.0,6800135898.0,7473550557.0,7894764886.0,8260752385.0,9222536364.0,9557966698.0
Mauritius,MUS,1147027924.0,1157769444.0,1092923636.0,1104956573.0,1054564759.0,1090611325.0,1482601552.0,1906174438.0,2163252449.0,2211312823.0,2689212760.0,2895354736.0,3267677814.0,3307302126.0,3606050873.0,4094741652.0,4481489762.0,4243755308.0,4225813976.0,4402193195.0,4726108622.0,4675755867.0,4906494249.0,5894873920.0,6667418752.0,6576108447.0,7028810681.0,8150150209.0,9990356674.0,9128843109.0,10003670690.0,11518413430.0,11668696397.0,12292974141.0,13074129952.0,12007291046.0,12594155464.0,13713506131.0,14735695931.0,14436346980.0,11408106446.0,11484348858.0,12907767790.0
Malawi,MWI,1801156775.0,1801193910.0,1717379495.0,1780148049.0,1758028656.0,1646442273.0,1722586299.0,1721711808.0,2008189508.0,2314205130.0,2737087862.0,3206783830.0,2618837835.0,3013392658.0,1719864761.0,2033701498.0,3319573750.0,3875785863.0,2547609590.0,2584478924.0,2537307580.0,2498008665.0,5087328438.0,4669789300.0,5058726350.0,5320409651.0,5818279739.0,6451210219.0,7743617352.0,9009887947.0,10128323011.0,11648142958.0,8773203178.0,8031571928.0,8801326169.0,9219474379.0,7909868618.0,8943543794.0,9879231592.0,11051865580.0,11769313598.0,12378129751.0,12429060151.0
Malaysia,MYS,24488224677.0,25004285792.0,26804493635.0,30347442111.0,33942897422.0,31199633353.0,27734111400.0,32181210158.0,35272109220.0,38847965293.0,44024585240.0,49143148094.0,59167550163.0,66894966969.0,74478356958.0,88705342903.0,101000000000.0,100000000000.0,72167498981.0,79148421053.0,93789736842.0,92783947368.0,101000000000.0,110000000000.0,125000000000.0,144000000000.0,163000000000.0,194000000000.0,231000000000.0,202000000000.0,255000000000.0,298000000000.0,314000000000.0,323000000000.0,338000000000.0,301000000000.0,301000000000.0,319000000000.0,359000000000.0,365000000000.0,337000000000.0,374000000000.0,408000000000.0
Namibia,NAM,2421990338.0,2249908578.0,2118710248.0,2297400688.0,1951260038.0,1608237350.0,1809048527.0,2300068217.0,2495094746.0,2535135798.0,2789921854.0,2996869281.0,3429521699.0,3251188833.0,3666503530.0,3978514206.0,3989163197.0,4154989950.0,3873109866.0,3868551730.0,3922232165.0,3557341215.0,3349169826.0,4926439384.0,6609205995.0,7248374838.0,8001779551.0,8839536476.0,8607431497.0,8938847189.0,11431412421.0,12523359441.0,13042053592.0,12043307277.0,12435430970.0,11335161084.0,10722018732.0,12895153371.0,13682019076.0,12541928303.0,10583748542.0,12402486184.0,12569449123.0
New Caledonia,NCL,1182463951.0,972564154.8,904599869.7,823857893.2,796066194.7,854820893.6,1201321514.0,1488093102.0,2072775508.0,2185082939.0,2529440424.0,2653780672.0,2923883281.0,2822243781.0,3038728385.0,3628440505.0,3606968436.0,3291131281.0,3556304833.0,3647802050.0,3420032041.0,3297734891.0,3740056748.0,4915353827.0,5895008978.0,6238629487.0,6979155388.0,8819917180.0,9067619760.0,8704438102.0,9364350077.0,10351448005.0,9659151917.0,10151382933.0,10635035595.0,8738203074.0,8724568955.0,9174048682.0,9896402284.0,9475655325.0,9454629468.0,10071349664.0,9623318718.0
Niger,NER,2508524721.0,2170893414.0,2017612216.0,1803099561.0,1461243326.0,1440581652.0,1904096998.0,2233006105.0,2280356193.0,2179567114.0,3512356508.0,3285796875.0,3386232579.0,3052673849.0,1938058175.0,2302537562.0,2405686940.0,2290318910.0,2643363519.0,2537789821.0,2241753193.0,2448714704.0,2782192879.0,3394084732.0,3760443738.0,4383315965.0,4756361252.0,5731485052.0,7297600226.0,7352131310.0,7851192502.0,8772950778.0,9426912648.0,10224897438.0,10862943544.0,9683867926.0,10398861982.0,11185104252.0,12837307497.0,12889555561.0,13744653103.0,14915002436.0,15433852714.0
Nigeria,NGA,64201788123.0,164000000000.0,143000000000.0,97094911792.0,73484359521.0,73745821158.0,54805852581.0,52676041931.0,49648470440.0,44003061108.0,54035795388.0,59526833412.0,52058181854.0,56721051402.0,80399613064.0,141000000000.0,186000000000.0,201000000000.0,218000000000.0,59145077039.0,69171451627.0,73557840064.0,95054059303.0,105000000000.0,136000000000.0,176000000000.0,238000000000.0,278000000000.0,339000000000.0,295000000000.0,367000000000.0,414000000000.0,464000000000.0,520000000000.0,574000000000.0,493000000000.0,405000000000.0,376000000000.0,422000000000.0,475000000000.0,432000000000.0,441000000000.0,477000000000.0
Nicaragua,NIC,2144300006.0,2474700227.0,2454499872.0,2753100058.0,3117599872.0,2683699935.0,2885799994.0,3851200118.0,2630900096.0,1013184756.0,1009455484.0,1488804124.0,1792800000.0,1756454248.0,3863185119.0,4140470000.0,4308351903.0,4389973490.0,4635347386.0,4856026259.0,5109587050.0,5351752034.0,5223727303.0,5322228351.0,5792932838.0,6321324279.0,6763672381.0,7423375015.0,8496967597.0,8298702489.0,8758602233.0,9774329333.0,10532017232.0,10982988249.0,11880438824.0,12756696261.0,13286093388.0,13785893007.0,13025221974.0,12699023614.0,12726422432.0,14209020362.0,15634572502.0
Netherlands,NLD,195000000000.0,164000000000.0,159000000000.0,154000000000.0,144000000000.0,144000000000.0,201000000000.0,245000000000.0,262000000000.0,259000000000.0,319000000000.0,328000000000.0,363000000000.0,354000000000.0,380000000000.0,453000000000.0,451000000000.0,418000000000.0,439000000000.0,448000000000.0,418000000000.0,433000000000.0,476000000000.0,582000000000.0,661000000000.0,688000000000.0,738000000000.0,853000000000.0,958000000000.0,879000000000.0,852000000000.0,913000000000.0,846000000000.0,884000000000.0,902000000000.0,776000000000.0,797000000000.0,848000000000.0,930000000000.0,929000000000.0,933000000000.0,1050000000000.0,1050000000000.0
Norway,NOR,64439382896.0,63596654761.0,62647195538.0,61627240831.0,62057955033.0,65416879914.0,78693118044.0,94229907236.0,102000000000.0,103000000000.0,120000000000.0,122000000000.0,131000000000.0,121000000000.0,127000000000.0,152000000000.0,164000000000.0,161000000000.0,154000000000.0,162000000000.0,171000000000.0,174000000000.0,196000000000.0,229000000000.0,265000000000.0,310000000000.0,347000000000.0,403000000000.0,465000000000.0,388000000000.0,431000000000.0,501000000000.0,513000000000.0,526000000000.0,502000000000.0,388000000000.0,371000000000.0,402000000000.0,440000000000.0,409000000000.0,368000000000.0,503000000000.0,596000000000.0
Nepal,NPL,1945916583.0,2275583317.0,2395423742.0,2447174803.0,2581207388.0,2619913956.0,2850782044.0,2957255380.0,3487009748.0,3525225787.0,3627560239.0,3921476085.0,3401211581.0,3660041667.0,4066775510.0,4401104418.0,4521580381.0,4918691917.0,4856255044.0,5033642384.0,5494252208.0,6007055042.0,6050875807.0,6330473097.0,7273938315.0,8130258378.0,9043715356.0,10325618017.0,12545438605.0,12854985464.0,16002656434.0,21573872421.0,21703100877.0,22162204925.0,22731612922.0,24360801287.0,24524109484.0,28971588940.0,33111525237.0,34186180699.0,33433659301.0,36924841394.0,41182939601.0
Nauru,NRU,46947124.23,51689636.6,52877742.47,48439093.12,47363231.3,41548740.51,39939390.74,40118409.87,45931133.59,53736786.09,55572375.53,52533788.56,51133123.13,43542088.25,39742511.24,39969705.97,37458801.21,37331507.28,29664450.93,27328612.61,26930980.34,22613287.54,21017423.61,24778159.58,30587565.8,30282840.19,29183626.71,23068623.46,37184925.33,44024969.95,47442299.26,65444173.78,100794924.7,94385014.94,98752257.05,84383388.64,97276023.08,108862278.5,130937589.8,124871111.4,124530027.3,175513984.5,152190818.9
New Zealand,NZL,23244547385.0,24417617184.0,24164603059.0,24309279706.0,21665975319.0,24679795396.0,30604668357.0,40376354070.0,45176811594.0,43920222525.0,45495129385.0,42745329732.0,41649829860.0,46775620817.0,55314732279.0,63918703507.0,70140835299.0,66075143415.0,56227169851.0,58762260626.0,52623281957.0,53872425917.0,66627729311.0,88250885550.0,104000000000.0,115000000000.0,112000000000.0,137000000000.0,133000000000.0,122000000000.0,147000000000.0,168000000000.0,177000000000.0,191000000000.0,202000000000.0,178000000000.0,189000000000.0,207000000000.0,212000000000.0,213000000000.0,213000000000.0,254000000000.0,250000000000.0
Oman,OMN,5981760278.0,7259120151.0,7554719456.0,7932541691.0,8821443151.0,10005645420.0,7324167369.0,7811183095.0,8386215865.0,9372171651.0,13310273082.0,12918335501.0,14183615085.0,14230429129.0,14715214564.0,15722236671.0,17402080624.0,18039791938.0,16044213264.0,17832769831.0,22259557867.0,22205721717.0,23065539662.0,24733680104.0,28378933680.0,35506892068.0,42577633290.0,48300390117.0,69804681404.0,55454096229.0,64993498049.0,77497529259.0,87408842653.0,89936020806.0,92699089727.0,78710793238.0,75128738622.0,80856697009.0,91505851756.0,88060858257.0,75909492848.0,87323797139.0,110000000000.0
Pakistan,PAK,23654444444.0,28100606061.0,30725971564.0,28691889764.0,31151825467.0,31144920844.0,31899070056.0,33351529275.0,38472742808.0,40171106279.0,40010423970.0,45625336680.0,48884671947.0,51809999353.0,52293470813.0,60636071684.0,63320170084.0,62433340468.0,62191955814.0,62973857069.0,99484802345.0,97145618480.0,97923302809.0,112000000000.0,132000000000.0,145000000000.0,162000000000.0,184000000000.0,202000000000.0,187000000000.0,197000000000.0,231000000000.0,250000000000.0,259000000000.0,271000000000.0,300000000000.0,314000000000.0,339000000000.0,356000000000.0,321000000000.0,300000000000.0,349000000000.0,375000000000.0
Panama,PAN,4614086400.0,5222421500.0,5769767900.0,5923755900.0,6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9197503300.0,10058854400.0,11019557700.0,11660704800.0,11966497000.0,12252906300.0,12800851300.0,13603456000.0,15100203400.0,16623906700.0,18659721500.0,21717433800.0,25721328000.0,27791215500.0,30231009500.0,35687738300.0,41595439700.0,46949496500.0,51427104900.0,55767806100.0,59760858700.0,64327688800.0,67316471200.0,69778991200.0,57059846500.0,67396392500.0,76276116700.0
Peru,PER,18136838538.0,21648214893.0,21794535621.0,17345260564.0,17600400385.0,15078736875.0,21859448586.0,36889706593.0,15439408447.0,22499558526.0,26410386963.0,34341465998.0,35966302303.0,34832077221.0,44882079767.0,53312793687.0,55252414130.0,58147522523.0,55501467877.0,50187324568.0,51744749133.0,52030158775.0,54777553515.0,58731030122.0,66768703498.0,76060606061.0,88643193062.0,102000000000.0,121000000000.0,121000000000.0,148000000000.0,172000000000.0,193000000000.0,201000000000.0,201000000000.0,190000000000.0,192000000000.0,211000000000.0,223000000000.0,228000000000.0,201000000000.0,226000000000.0,246000000000.0
Philippines,PHL,36848080899.0,40499388869.0,42206011275.0,37759179895.0,35730185634.0,34961486348.0,33987207295.0,37791488666.0,43152128959.0,48513773721.0,50508286642.0,51784144943.0,60422328242.0,62036529147.0,73159336915.0,84644328727.0,94648084429.0,94106317565.0,74492416330.0,85640171045.0,83669788377.0,78921234458.0,84307345888.0,87039092974.0,95001999685.0,107000000000.0,128000000000.0,156000000000.0,182000000000.0,176000000000.0,208000000000.0,234000000000.0,262000000000.0,284000000000.0,297000000000.0,306000000000.0,319000000000.0,328000000000.0,347000000000.0,377000000000.0,362000000000.0,394000000000.0,404000000000.0
Palau,PLW,29728054.0,32726594.0,36027583.0,39661530.0,44814259.0,51030637.0,58109314.0,66169905.0,75348615.0,85800543.0,97702303.0,106555300.0,104771300.0,96455700.0,106138500.0,121018500.0,137494600.0,143860800.0,149079600.0,144206500.0,149535800.0,159453500.0,162665500.0,154559900.0,166391600.0,191048400.0,193679700.0,200903600.0,201167300.0,189998000.0,188174300.0,198873900.0,215762400.0,225345700.0,243156500.0,278824800.0,298323500.0,285600000.0,288546300.0,281941600.0,258990800.0,235752900.0,255591100.0
Papua New Guinea,PNG,2545808456.0,2498190847.0,2368719683.0,2562351551.0,2552662617.0,2423339172.0,2647995602.0,3143851794.0,3656177881.0,3546472566.0,3219729083.0,3787394958.0,4377980510.0,4974550286.0,5502786070.0,4636057476.0,5155311077.0,4936615299.0,3789443015.0,3477038204.0,3521339699.0,3081024212.0,2999511040.0,3536411824.0,3927157867.0,4865892972.0,8354911041.0,9545028944.0,11670892801.0,11619456449.0,14250786675.0,17985138066.0,21295168666.0,21261338065.0,23210823987.0,21723437010.0,20758876953.0,22742699138.0,24109780708.0,24750626030.0,23848447850.0,26109413521.0,31653185953.0
Puerto Rico (US),PRI,14436100000.0,15955700000.0,16764200000.0,17276600000.0,19162600000.0,20289200000.0,22009300000.0,24025800000.0,26385800000.0,28161200000.0,30603919000.0,32287031000.0,34630430000.0,36922456000.0,39690630000.0,42647331000.0,45340835000.0,48187039000.0,54086400000.0,57841000000.0,61701800000.0,69208400000.0,71623500000.0,74827400000.0,80322313000.0,83914521300.0,87276164400.0,89524131600.0,93639300000.0,96385600000.0,98381300000.0,100000000000.0,102000000000.0,102000000000.0,102000000000.0,103000000000.0,104000000000.0,103000000000.0,101000000000.0,105000000000.0,103000000000.0,106000000000.0,114000000000.0
Portugal,PRT,32896519824.0,31977276873.0,30527754793.0,27239650742.0,25217969050.0,27115807742.0,38745901354.0,48182925857.0,56347250696.0,60594092182.0,78713860217.0,89233599278.0,108000000000.0,95009751901.0,99688641304.0,118000000000.0,123000000000.0,117000000000.0,124000000000.0,127000000000.0,119000000000.0,122000000000.0,135000000000.0,165000000000.0,189000000000.0,197000000000.0,209000000000.0,240000000000.0,263000000000.0,245000000000.0,238000000000.0,245000000000.0,217000000000.0,227000000000.0,230000000000.0,199000000000.0,206000000000.0,221000000000.0,242000000000.0,240000000000.0,230000000000.0,256000000000.0,257000000000.0
Paraguay,PRY,4448087302.0,5624515873.0,5419411765.0,5673248726.0,4502462807.0,3282449236.0,3723993943.0,3971044724.0,4255683528.0,4757732200.0,5812114523.0,6984367763.0,7157424031.0,7249533620.0,7870982005.0,9062131475.0,9788391781.0,9965225678.0,9260481572.0,8837070236.0,8855705140.0,8495806432.0,7196260657.0,7691367471.0,9624440836.0,10737500188.0,13429430050.0,17856393235.0,24615267664.0,22355151162.0,27260886405.0,33756238767.0,33271921136.0,38501122141.0,40377929296.0,36211447840.0,36089700223.0,38997129474.0,40225448341.0,37925338329.0,35432178068.0,39950899939.0,41952910858.0
French Polynesia,PYF,1320416025.0,1234743073.0,1235897958.0,1284180701.0,1325515445.0,1448281228.0,2212028300.0,2677977163.0,2723496362.0,2731683484.0,3320159522.0,3410078968.0,3713785765.0,3544608548.0,3676123788.0,4186994249.0,4166072830.0,3762859093.0,3903186593.0,3911602004.0,3599845480.0,3573808556.0,3965405553.0,4927780607.0,5564109982.0,5705052135.0,5877997980.0,6631156406.0,7136741422.0,6584557974.0,6086644799.0,6203940037.0,5692858099.0,6031827123.0,6151996561.0,5325846362.0,5497036477.0,5833352693.0,6135116253.0,6022276196.0,5574821989.0,6150640646.0,5814661209.0
Qatar,QAT,7829165262.0,8661263764.0,7596703214.0,6467582308.0,6704395824.0,6153296456.0,5053021951.0,5446428681.0,6038187033.0,6487912088.0,7360439423.0,6883516484.0,7646153984.0,7156593654.0,7374450769.0,8137911978.0,9059340385.0,11297802115.0,10255495027.0,12393131868.0,17759890110.0,17538461538.0,19363736264.0,23533791209.0,31734065934.0,44530494505.0,60882142857.0,79712087912.0,115000000000.0,97798351648.0,125000000000.0,168000000000.0,187000000000.0,199000000000.0,206000000000.0,162000000000.0,152000000000.0,161000000000.0,183000000000.0,176000000000.0,144000000000.0,180000000000.0,236000000000.0
Russian Federation,RUS,403000000000.0,425000000000.0,457000000000.0,478000000000.0,498000000000.0,504000000000.0,512000000000.0,523000000000.0,555000000000.0,507000000000.0,517000000000.0,518000000000.0,460000000000.0,435000000000.0,395000000000.0,396000000000.0,392000000000.0,405000000000.0,271000000000.0,196000000000.0,260000000000.0,307000000000.0,345000000000.0,430000000000.0,591000000000.0,764000000000.0,990000000000.0,1300000000000.0,1660000000000.0,1220000000000.0,1520000000000.0,2050000000000.0,2210000000000.0,2290000000000.0,2060000000000.0,1360000000000.0,1280000000000.0,1570000000000.0,1660000000000.0,1690000000000.0,1490000000000.0,1830000000000.0,2290000000000.0
Rwanda,RWA,1254765642.0,1407062527.0,1407243139.0,1479687587.0,1587413084.0,1715626331.0,1944710684.0,2157432668.0,2395492687.0,2405022593.0,2550185679.0,1911600237.0,2029026962.0,1971525712.0,753636370.5,1293535193.0,1382334879.0,1851558197.0,1989343546.0,2157108263.0,2068836754.0,1966600715.0,1966003468.0,2138237279.0,2376496067.0,2933819766.0,3319784539.0,4070507895.0,5179854065.0,5674476969.0,6124756654.0,6884913658.0,7654761045.0,7819964024.0,8238966120.0,8543760206.0,8695272061.0,9252833894.0,9637904519.0,10349300277.0,10174386855.0,11078787095.0,13316161006.0
Saudi Arabia,SAU,165000000000.0,184000000000.0,153000000000.0,129000000000.0,120000000000.0,104000000000.0,86961922765.0,85695861148.0,88256074766.0,95344459279.0,118000000000.0,132000000000.0,137000000000.0,133000000000.0,135000000000.0,143000000000.0,159000000000.0,166000000000.0,147000000000.0,162000000000.0,190000000000.0,184000000000.0,190000000000.0,216000000000.0,259000000000.0,328000000000.0,377000000000.0,416000000000.0,520000000000.0,429000000000.0,528000000000.0,681000000000.0,752000000000.0,770000000000.0,787000000000.0,693000000000.0,689000000000.0,741000000000.0,887000000000.0,889000000000.0,768000000000.0,983000000000.0,1240000000000.0
