Country Name,Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Algeria,DZA,42345829079.0,44348590461.0,45207167470.0,48801369800.0,53698548293.0,57937868670.0,63692007897.0,66745818375.0,59089396860.0,55634721573.0,62048507531.0,45715676428.0,48003133347.0,49945584453.0,42543176829.0,41764291672.0,46941554225.0,48177612042.0,48187781984.0,48640671735.0,54790398570.0,59413400924.0,61516103406.0,73482264191.0,91913680985.0,107000000000.0,123000000000.0,142000000000.0,180000000000.0,150000000000.0,178000000000.0,218000000000.0,227000000000.0,230000000000.0,239000000000.0,187000000000.0,181000000000.0,190000000000.0,195000000000.0,193000000000.0,165000000000.0,186000000000.0,226000000000.0
Ecuador,ECU,17881508242.0,21810759354.0,19929846396.0,17152477037.0,16912509092.0,17149088413.0,15314138472.0,13945426859.0,13051881851.0,13890823705.0,15239272612.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,17539454727.0,23127055000.0,27054197000.0,30965208000.0,35194947000.0,40278849000.0,45690762000.0,49848725000.0,61139438000.0,60094978000.0,68151329000.0,78986648000.0,87735048000.0,96570334000.0,103000000000.0,97209558000.0,97671433000.0,104000000000.0,107000000000.0,108000000000.0,95865473000.0,107000000000.0,116000000000.0
"Egypt, Arab Rep.",EGY,21669908176.0,22136081081.0,27655172414.0,30966239814.0,33971188992.0,39053502251.0,41253507951.0,40455616654.0,34980124929.0,39756299050.0,42978914311.0,37387836491.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,96684636119.0,85146067416.0,80288461538.0,78782467532.0,89660339660.0,107000000000.0,130000000000.0,163000000000.0,189000000000.0,219000000000.0,236000000000.0,279000000000.0,288000000000.0,306000000000.0,329000000000.0,332000000000.0,248000000000.0,263000000000.0,319000000000.0,384000000000.0,425000000000.0,477000000000.0
Spain,ESP,233000000000.0,203000000000.0,196000000000.0,171000000000.0,172000000000.0,181000000000.0,251000000000.0,319000000000.0,376000000000.0,414000000000.0,536000000000.0,577000000000.0,630000000000.0,525000000000.0,530000000000.0,614000000000.0,642000000000.0,590000000000.0,619000000000.0,634000000000.0,598000000000.0,628000000000.0,709000000000.0,908000000000.0,1070000000000.0,1150000000000.0,1260000000000.0,1480000000000.0,1640000000000.0,1500000000000.0,1430000000000.0,1490000000000.0,1330000000000.0,1360000000000.0,1380000000000.0,1210000000000.0,1240000000000.0,1320000000000.0,1430000000000.0,1400000000000.0,1290000000000.0,1460000000000.0,1450000000000.0
Ethiopia,ETH,7012585454.0,7507663567.0,7899988841.0,8781664427.0,8298309581.0,9717392687.0,10094328898.0,10790001558.0,11181119718.0,11762932007.0,12478943895.0,13799799324.0,10754799037.0,9051043870.0,7100806754.0,7855205207.0,8761215548.0,8803539988.0,8013274132.0,7892973532.0,8242349618.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648276605.0,55612228234.0,64589328551.0,74296766562.0,81770885148.0,84269180857.0,95912620248.0,108000000000.0,111000000000.0,127000000000.0
Finland,FIN,53649984061.0,52440066134.0,52784013815.0,50956447481.0,52870993273.0,55856676899.0,73511611541.0,91564993913.0,109000000000.0,119000000000.0,141000000000.0,128000000000.0,113000000000.0,89112105756.0,103000000000.0,134000000000.0,132000000000.0,127000000000.0,134000000000.0,135000000000.0,126000000000.0,130000000000.0,140000000000.0,172000000000.0,197000000000.0,205000000000.0,217000000000.0,256000000000.0,286000000000.0,253000000000.0,249000000000.0,275000000000.0,257000000000.0,270000000000.0,273000000000.0,233000000000.0,239000000000.0,254000000000.0,274000000000.0,267000000000.0,270000000000.0,294000000000.0,280000000000.0
Fiji,FJI,1202618816.0,1235626771.0,1194059943.0,1123085190.0,1178000678.0,1141168944.0,1290267340.0,1177947965.0,1110009523.0,1182660266.0,1337017559.0,1383883250.0,1532411039.0,1636101247.0,1825732093.0,1970301486.0,2128696644.0,2090221137.0,1653146717.0,1936459986.0,1678219508.0,1652462023.0,1833279985.0,2300492465.0,2708078477.0,2980403845.0,3076305453.0,3378314600.0,3523185920.0,2870624636.0,3140166713.0,3779411899.0,3972028104.0,4189967999.0,4857104769.0,4682479894.0,4930213644.0,5353469174.0,5581425327.0,5444407198.0,4432466220.0,4305031650.0,4969503549.0
France,FRA,695000000000.0,609000000000.0,578000000000.0,553000000000.0,525000000000.0,547000000000.0,765000000000.0,926000000000.0,1010000000000.0,1020000000000.0,1260000000000.0,1260000000000.0,1390000000000.0,1310000000000.0,1390000000000.0,1600000000000.0,1600000000000.0,1450000000000.0,1500000000000.0,1490000000000.0,1360000000000.0,1370000000000.0,1490000000000.0,1840000000000.0,2110000000000.0,2190000000000.0,2320000000000.0,2660000000000.0,2930000000000.0,2700000000000.0,2650000000000.0,2870000000000.0,2680000000000.0,2820000000000.0,2860000000000.0,2440000000000.0,2470000000000.0,2590000000000.0,2780000000000.0,2720000000000.0,2650000000000.0,2970000000000.0,2800000000000.0
Faroe Islands,FRO,493014300.0,456244919.0,444047495.3,486605127.7,426008864.7,459307281.2,688914288.9,886508622.3,968576956.9,871935350.4,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235.0,1127684827.0,1067109531.0,1160268212.0,1275093689.0,1501941581.0,1724770771.0,1759739599.0,2017680835.0,2339015313.0,2489873250.0,2296065170.0,2331796784.0,2505740669.0,2427200389.0,2690110521.0,2914012679.0,2573905971.0,2813278869.0,2980057378.0,3188600927.0,3266432734.0,3271813312.0,3664686797.0,3566698398.0
"Micronesia, Fed. Sts.",FSM,64186644.0,76472529.0,80055706.0,84110353.0,84676118.0,101931941.0,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372902690.0,391601947.0,415956896.5
Gabon,GAB,4279637942.0,3862269121.0,3618007841.0,3391275732.0,3561451561.0,3339914757.0,3403638189.0,3281797043.0,3834503376.0,4186411464.0,5952293765.0,5402919785.0,5592390827.0,4378645081.0,4190819344.0,4958845648.0,5694040003.0,5326817115.0,4483417310.0,4662992036.0,5080483629.0,5023265413.0,5335451100.0,6511903365.0,7770219008.0,9582783991.0,10327598306.0,12455409587.0,15571348344.0,12113699068.0,14372593020.0,18210307744.0,17170464016.0,17595744798.0,18203966896.0,14383107763.0,14023890265.0,14929487485.0,16867326402.0,16874405465.0,15342236164.0,19444935097.0,20440655695.0
United Kingdom,GBR,565000000000.0,541000000000.0,515000000000.0,490000000000.0,461000000000.0,489000000000.0,601000000000.0,745000000000.0,910000000000.0,927000000000.0,1090000000000.0,1140000000000.0,1180000000000.0,1060000000000.0,1140000000000.0,1340000000000.0,1420000000000.0,1560000000000.0,1650000000000.0,1690000000000.0,1670000000000.0,1650000000000.0,1790000000000.0,2050000000000.0,2420000000000.0,2540000000000.0,2710000000000.0,3090000000000.0,2930000000000.0,2410000000000.0,2490000000000.0,2660000000000.0,2710000000000.0,2780000000000.0,3060000000000.0,2930000000000.0,2690000000000.0,2680000000000.0,2870000000000.0,2850000000000.0,2700000000000.0,3140000000000.0,3110000000000.0
Ghana,GHA,4445228216.0,4222441860.0,4035994398.0,4057275132.0,4412279843.0,4504306723.0,5735677434.0,5074829932.0,5197765032.0,5251858440.0,5889106573.0,6603185268.0,6416103926.0,5968922939.0,5446383727.0,6464382808.0,6932991739.0,6891443192.0,7482069162.0,7718109982.0,4982850662.0,5314872854.0,6166197848.0,7632723556.0,8881417907.0,10744568381.0,20885037597.0,24827339138.0,28679383241.0,26048720006.0,32197655567.0,39336668081.0,41271701061.0,62845721960.0,54678533806.0,49436806230.0,56144179398.0,60385409435.0,67259353966.0,68352629246.0,70008243860.0,79514204730.0,73919003210.0
Guinea,GIN,9746524915.0,9646440667.0,11926032493.0,15129893722.0,18421497251.0,22787644566.0,2909130355.0,2976714019.0,3476480303.0,3546079263.0,3888320666.0,4396178694.0,4789220417.0,4781166117.0,4932800407.0,5385704166.0,5641243100.0,5516916163.0,5232118046.0,5046806783.0,4367458867.0,4125527603.0,4301608753.0,5025167975.0,5300767961.0,4282468637.0,4220019845.0,6281918226.0,6964179983.0,6716905340.0,6853467146.0,6785137203.0,7638044557.0,8376613539.0,8778473373.0,8794201743.0,8595955222.0,10324668271.0,11857030367.0,13442861496.0,14088693743.0,17069115738.0,19910452542.0
"Gambia, The",GMB,241083090.3,218767743.5,216050552.3,213448584.9,177340880.1,225726358.9,185646986.8,220626484.2,266672211.9,284120329.4,317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685.0,961900651.4,1027701068.0,1054112488.0,1279703047.0,1561766956.0,1450142509.0,1543294927.0,1409693597.0,1415004738.0,1375609453.0,1229461721.0,1378176609.0,1484578886.0,1504909463.0,1670671328.0,1813609692.0,1812170891.0,2014158842.0,2204734527.0
Guinea-Bissau,GNB,287648258.3,402230865.2,430284021.9,425225176.8,359980490.7,373959151.1,338524232.6,451893375.0,427514321.5,554072302.8,634187269.2,668470890.8,588309271.3,615779518.8,612502084.8,660195402.0,702965147.6,698107222.4,591034143.4,579365780.1,391345597.5,412610871.5,466773711.2,553614800.1,582169841.3,639776040.7,634781901.3,753162998.0,952667544.0,890167833.4,940112538.9,1157074319.0,1049412177.0,1109682824.0,1135250721.0,1152384167.0,1245074264.0,1469978606.0,1554133594.0,1588767976.0,1683619352.0,1878659687.0,1839048748.0
Equatorial Guinea,GNQ,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.9,88265974.86,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496.0,1461139022.0,1806742742.0,2484745935.0,4410764339.0,8217369093.0,10086528699.0,13071718759.0,19749893536.0,15027795173.0,16314443436.0,21357343669.0,22388344144.0,21948834284.0,21765453082.0,13185496881.0,11240808848.0,12200913879.0,13097012134.0,11364133550.0,9893816008.0,12215878033.0,13687643436.0
Greece,GRC,56039256595.0,51618456335.0,53858346939.0,48741397059.0,47352146312.0,47155741426.0,55595445472.0,64739630096.0,75200610137.0,78067933277.0,96529587274.0,104000000000.0,115000000000.0,107000000000.0,115000000000.0,135000000000.0,143000000000.0,139000000000.0,140000000000.0,137000000000.0,126000000000.0,132000000000.0,150000000000.0,197000000000.0,235000000000.0,242000000000.0,269000000000.0,314000000000.0,351000000000.0,327000000000.0,296000000000.0,283000000000.0,239000000000.0,237000000000.0,234000000000.0,195000000000.0,193000000000.0,200000000000.0,213000000000.0,207000000000.0,191000000000.0,218000000000.0,219000000000.0
Grenada,GRD,110900457.0,115651918.9,125435590.0,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763.0,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037.0,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741.0,1125685185.0,1166514815.0,1213485185.0,1043411111.0,1122800000.0,1231732104.0
Greenland,GRL,476051740.8,435748993.4,402403041.0,416184071.0,379371901.5,412876382.8,603016292.7,787390409.0,898607670.6,929799902.2,1018977280.0,1016500069.0,1037916163.0,927214151.8,1005887539.0,1208953287.0,1197515569.0,1072154434.0,1149858070.0,1131555107.0,1068025016.0,1086170704.0,1169136716.0,1558759823.0,1822499769.0,1849802648.0,2013106930.0,2249811296.0,2499092314.0,2529963903.0,2503167187.0,2684461375.0,2609678486.0,2684946990.0,2842065708.0,2499113023.0,2707139544.0,2851613679.0,3055782146.0,2997309972.0,3089625554.0,3293578468.0,3152334772.0
Guatemala,GTM,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652087.0,7231963516.0,7084399840.0,7841602824.0,8410724361.0,7650196845.0,9406135143.0,10440781588.0,11400017301.0,12983233311.0,14655404433.0,15674835615.0,17790026222.0,19395491993.0,18318412251.0,19288929030.0,18405220247.0,20444205991.0,21576351799.0,23577298095.0,26783389294.0,29744246827.0,33567850824.0,38503720224.0,37126148265.0,40676578423.0,46876006272.0,49593929487.0,52996446180.0,57852152955.0,62186064758.0,66053403364.0,71653754107.0,73328365862.0,77172317259.0,77719464221.0,86455519687.0,95641441235.0
Guyana,GUY,603200000.0,570357107.1,482000000.0,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990.0,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167450.2,726131434.7,743063950.3,787814379.2,824880550.3,2379817991.0,2730971595.0,3025187433.0,3165663153.0,3432912517.0,3691384318.0,4063088536.0,4167800929.0,4127660152.0,4279840194.0,4482697337.0,4748174334.0,4787636998.0,5173760192.0,5471256595.0,8041362110.0,14718388489.0
"Hong Kong SAR, China",HKG,28861857811.0,31055226089.0,32291215844.0,29907227184.0,33511383986.0,35699772166.0,41075396885.0,50622896163.0,59707404561.0,68790219178.0,76928784621.0,88959997900.0,104000000000.0,120000000000.0,136000000000.0,145000000000.0,160000000000.0,177000000000.0,169000000000.0,166000000000.0,172000000000.0,169000000000.0,166000000000.0,161000000000.0,169000000000.0,182000000000.0,194000000000.0,212000000000.0,219000000000.0,214000000000.0,229000000000.0,249000000000.0,263000000000.0,276000000000.0,291000000000.0,309000000000.0,321000000000.0,341000000000.0,362000000000.0,363000000000.0,345000000000.0,369000000000.0,359000000000.0
Honduras,HND,3968160046.0,4043894879.0,4266503526.0,4476697185.0,4915311847.0,5278120713.0,5677828959.0,6190521242.0,5902717091.0,5432344902.0,4923009552.0,4648668479.0,4943700431.0,4926728933.0,4642280682.0,5347445005.0,5215028986.0,5737099650.0,6366340266.0,6414520530.0,7186638029.0,7651162302.0,7858255413.0,8230391347.0,8869299234.0,9757012697.0,10917477066.0,12361257681.0,13881731876.0,14587496229.0,15839344592.0,17710275685.0,18528554398.0,18499729215.0,19756533972.0,20979791685.0,21717604952.0,23136247991.0,24067750760.0,24882225742.0,23352232484.0,28144331507.0,31426041807.0
Haiti,HTI,1383800000.0,1479400000.0,1474200000.0,1623600000.0,1816200000.0,2009400000.0,2318000000.0,2047200000.0,2613926800.0,2736243800.0,3096289800.0,3473562628.0,2257129792.0,1878253767.0,2167569046.0,2813313279.0,2907517604.0,3338949152.0,3723903724.0,4153725884.0,6813566099.0,6331970324.0,6205847214.0,5071947798.0,6087360684.0,7030149730.0,7638739123.0,9228637768.0,10432962635.0,11597002835.0,11859312725.0,13008746039.0,13708925477.0,14902488604.0,15146883498.0,14849629309.0,14069277526.0,15093357161.0,16403864618.0,15016090930.0,14508222518.0,20877414953.0,20253551921.0
Hungary,HUN,23116977148.0,23705883892.0,24141667188.0,21910365258.0,21242726264.0,21510643750.0,24778163812.0,27232016527.0,29799838597.0,30422508938.0,34478360679.0,34867307353.0,38857339125.0,40256233360.0,43307949890.0,46577614589.0,46833767124.0,47398564799.0,48784412624.0,49160204397.0,47275954429.0,53800068066.0,67636468625.0,85190469121.0,104000000000.0,113000000000.0,116000000000.0,140000000000.0,158000000000.0,131000000000.0,132000000000.0,142000000000.0,128000000000.0,136000000000.0,141000000000.0,125000000000.0,129000000000.0,143000000000.0,161000000000.0,165000000000.0,158000000000.0,183000000000.0,178000000000.0
Indonesia,IDN,72482337397.0,85518233419.0,90158449295.0,81052283384.0,84853700028.0,85289488375.0,79954072545.0,75929617558.0,84300174486.0,94451427877.0,106000000000.0,117000000000.0,128000000000.0,158000000000.0,177000000000.0,202000000000.0,227000000000.0,216000000000.0,95445547873.0,140000000000.0,165000000000.0,160000000000.0,196000000000.0,235000000000.0,257000000000.0,286000000000.0,365000000000.0,432000000000.0,510000000000.0,540000000000.0,755000000000.0,893000000000.0,918000000000.0,913000000000.0,891000000000.0,861000000000.0,932000000000.0,1020000000000.0,1040000000000.0,1120000000000.0,1060000000000.0,1190000000000.0,1320000000000.0
India,IND,186000000000.0,193000000000.0,201000000000.0,218000000000.0,212000000000.0,233000000000.0,249000000000.0,279000000000.0,297000000000.0,296000000000.0,321000000000.0,270000000000.0,288000000000.0,279000000000.0,327000000000.0,360000000000.0,393000000000.0,416000000000.0,421000000000.0,459000000000.0,468000000000.0,485000000000.0,515000000000.0,608000000000.0,709000000000.0,820000000000.0,940000000000.0,1220000000000.0,1200000000000.0,1340000000000.0,1680000000000.0,1820000000000.0,1830000000000.0,1860000000000.0,2040000000000.0,2100000000000.0,2290000000000.0,2650000000000.0,2700000000000.0,2840000000000.0,2670000000000.0,3170000000000.0,3350000000000.0
Ireland,IRL,21747855640.0,20670190138.0,21474754080.0,20766047764.0,20106648455.0,21270013326.0,28714571852.0,33920518493.0,37772897421.0,39238392678.0,49305632408.0,49787502852.0,55918538121.0,52417477614.0,57097656066.0,69139823232.0,75790785030.0,82856648758.0,90199410116.0,98893958263.0,100000000000.0,109000000000.0,129000000000.0,165000000000.0,194000000000.0,212000000000.0,232000000000.0,270000000000.0,275000000000.0,236000000000.0,222000000000.0,241000000000.0,227000000000.0,243000000000.0,267000000000.0,302000000000.0,306000000000.0,349000000000.0,395000000000.0,407000000000.0,437000000000.0,531000000000.0,549000000000.0
"Iran, Islamic Rep.",IRN,94362275580.0,100000000000.0,126000000000.0,156000000000.0,162000000000.0,180000000000.0,209000000000.0,134000000000.0,123000000000.0,120000000000.0,125000000000.0,132000000000.0,120000000000.0,63743623231.0,71841461172.0,96419225745.0,120000000000.0,114000000000.0,110000000000.0,114000000000.0,110000000000.0,127000000000.0,129000000000.0,152000000000.0,188000000000.0,225000000000.0,266000000000.0,350000000000.0,406000000000.0,414000000000.0,487000000000.0,629000000000.0,644000000000.0,500000000000.0,462000000000.0,409000000000.0,459000000000.0,489000000000.0,399000000000.0,334000000000.0,262000000000.0,383000000000.0,394000000000.0
Iraq,IRQ,52569000000.0,37823000000.0,42382333333.0,40712903226.0,46938387097.0,48425161290.0,47264516129.0,56774193548.0,62684516129.0,65831935484.0,180000000000.0,407796349.7,553671957.7,1031944881.0,3991349283.0,12894029888.0,10433698621.0,20764857056.0,20617405044.0,36881601584.0,48364250944.0,36176430129.0,32928454672.0,21921569479.0,36633669269.0,50065104668.0,65147051918.0,88837057320.0,132000000000.0,112000000000.0,139000000000.0,186000000000.0,218000000000.0,235000000000.0,228000000000.0,167000000000.0,167000000000.0,187000000000.0,227000000000.0,234000000000.0,181000000000.0,210000000000.0,287000000000.0
Iceland,ISL,3381419251.0,3492997010.0,3206626645.0,2765950336.0,2864441387.0,2984052357.0,3989622739.0,5520318405.0,6106635816.0,5672569449.0,6468736356.0,6909730288.0,7080981738.0,6218581532.0,6389460343.0,7123633418.0,7426082271.0,7569672925.0,8503746468.0,8982047589.0,9025660362.0,8234846805.0,9318395055.0,11429333038.0,13825302536.0,16852963067.0,17465318552.0,21652505597.0,18074622987.0,13154414219.0,13751161918.0,15221622926.0,14751508134.0,16125060515.0,17867662178.0,17517210519.0,20793168031.0,24728285177.0,26260850582.0,24681343649.0,21629953194.0,25770339317.0,28696453180.0
Israel,ISR,25395256478.0,26882009819.0,29255285401.0,32675755462.0,30645607293.0,28905736367.0,35834154874.0,43049543635.0,52650948910.0,52443479454.0,62016729541.0,70998755007.0,79457685757.0,79855877174.0,90740103829.0,105000000000.0,115000000000.0,119000000000.0,121000000000.0,121000000000.0,137000000000.0,135000000000.0,125000000000.0,131000000000.0,140000000000.0,148000000000.0,159000000000.0,185000000000.0,221000000000.0,213000000000.0,240000000000.0,268000000000.0,264000000000.0,298000000000.0,315000000000.0,303000000000.0,322000000000.0,358000000000.0,376000000000.0,401000000000.0,411000000000.0,490000000000.0,525000000000.0
Italy,ITA,478000000000.0,432000000000.0,428000000000.0,444000000000.0,439000000000.0,453000000000.0,642000000000.0,808000000000.0,894000000000.0,931000000000.0,1180000000000.0,1250000000000.0,1320000000000.0,1070000000000.0,1100000000000.0,1180000000000.0,1310000000000.0,1240000000000.0,1270000000000.0,1260000000000.0,1150000000000.0,1170000000000.0,1280000000000.0,1580000000000.0,1810000000000.0,1860000000000.0,1960000000000.0,2220000000000.0,2420000000000.0,2210000000000.0,2140000000000.0,2310000000000.0,2100000000000.0,2150000000000.0,2170000000000.0,1850000000000.0,1890000000000.0,1970000000000.0,2100000000000.0,2020000000000.0,1910000000000.0,2180000000000.0,2100000000000.0
Jamaica,JAM,2679379372.0,2979027966.0,3293496312.0,3619262277.0,2373564549.0,2100239019.0,2754549582.0,3287007322.0,3828342820.0,4404937853.0,4592208087.0,4106207649.0,3535460090.0,5440075676.0,5452558947.0,6577520643.0,7393891921.0,8400041724.0,8787195622.0,8887057997.0,9005064475.0,9194727831.0,9719009495.0,9430234811.0,10174664854.0,11243865778.0,11930179090.0,12799600047.0,13709401520.0,12120458115.0,13220549908.0,14444661522.0,14807086556.0,14264205153.0,13899217680.0,14188936918.0,14077096677.0,14808985133.0,15730792876.0,15830766531.0,13812421836.0,14657586159.0,17097760687.0
Jordan,JOR,3910044474.0,4383944703.0,4681240993.0,4920692191.0,4967162160.0,4993601520.0,6402050485.0,6756209762.0,6277451829.0,4221373674.0,4160087508.0,4344467193.0,5310833194.0,5606400222.0,6236295978.0,6727597032.0,6927503526.0,7245839210.0,7912270804.0,8149929478.0,8460789845.0,8975814653.0,9582510578.0,10195627645.0,11411706629.0,12588998590.0,15056981664.0,17110437236.0,22658715989.0,24537876056.0,27133804225.0,29524149155.0,31634561690.0,34454440141.0,36847643521.0,38587017887.0,39892551127.0,41608435915.0,43370860704.0,44503006338.0,43700383099.0,46296100141.0,48764963380.0
Japan,JPN,1130000000000.0,1250000000000.0,1160000000000.0,1270000000000.0,1350000000000.0,1430000000000.0,2120000000000.0,2580000000000.0,3130000000000.0,3110000000000.0,3190000000000.0,3650000000000.0,3980000000000.0,4540000000000.0,5000000000000.0,5550000000000.0,4920000000000.0,4490000000000.0,4100000000000.0,4640000000000.0,4970000000000.0,4370000000000.0,4180000000000.0,4520000000000.0,4890000000000.0,4830000000000.0,4600000000000.0,4580000000000.0,5110000000000.0,5290000000000.0,5760000000000.0,6230000000000.0,6270000000000.0,5210000000000.0,4900000000000.0,4440000000000.0,5000000000000.0,4930000000000.0,5040000000000.0,5120000000000.0,5050000000000.0,5040000000000.0,4260000000000.0
Kenya,KEN,7265315820.0,6854491706.0,6431579357.0,5979198314.0,6191437070.0,6135034214.0,7239126568.0,7970820369.0,8355380879.0,8283114514.0,8572359038.0,8151488783.0,8209120763.0,5751786643.0,7148148564.0,9046320255.0,12045865396.0,13115764358.0,14093998844.0,12896010459.0,12705350098.0,12986007426.0,13147736899.0,14904517650.0,16095337094.0,18737895513.0,25825512284.0,31958195182.0,35895153328.0,42347217913.0,45405615064.0,46869473151.0,56396704672.0,61671440408.0,68285796514.0,70120446897.0,74815144164.0,82036510877.0,92202979985.0,100000000000.0,101000000000.0,110000000000.0,114000000000.0
Cambodia,KHM,744384129.7,815153652.4,865516039.8,939291262.1,1021176059.0,1102669184.0,1167630318.0,1036974910.0,1662877859.0,1353137648.0,1402541177.0,2054974089.0,2491486594.0,2533727592.0,2791435272.0,3441205693.0,3506695720.0,3443413389.0,3120425503.0,3517242477.0,3694168979.0,4145665970.0,4501227627.0,5046693484.0,5883297160.0,7066296463.0,8350531017.0,10127916460.0,12174303999.0,12502901170.0,13808673288.0,16032622024.0,17826536700.0,19807135253.0,22041463968.0,24174170369.0,26556545153.0,29355665910.0,33145892169.0,36685356408.0,34818073901.0,36790163687.0,39994532960.0
Kiribati,KIR,33157723.11,35267489.24,32742712.65,31000545.77,34394167.04,26126615.23,25993008.79,29554412.53,38278810.32,37645319.2,36534294.8,41247791.64,61491369.28,58953595.91,67055333.9,68596394.6,81456854.14,80205806.83,74905705.89,77323978.19,74910527.26,64935850.16,74743869.13,96105619.38,104085892.1,113895437.3,112338353.3,138054945.6,147017895.0,140177384.1,165458433.1,195970140.2,207001545.9,201730860.8,200287282.0,191559398.7,206467818.5,222875736.3,233514717.4,216985388.3,220897998.7,285259894.0,270040457.0
St. Kitts and Nevis,KNA,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037.0,263755555.6,295159259.3,313485185.2,333944444.4,374641308.0,383257331.4,406595484.4,421695769.8,458643829.0,481077373.7,469869869.9,506900000.0,547203703.7,644414814.8,689285185.2,777692592.6,774274074.1,778718518.5,836092592.6,824585185.2,874548148.1,952111111.1,957222222.2,1006818519.0,1056977778.0,1076548148.0,1107855556.0,883922222.2,858622222.2,980188888.9
"Korea, Rep.",KOR,65398377598.0,72933533012.0,78358416171.0,87760553262.0,97510744119.0,101000000000.0,117000000000.0,148000000000.0,200000000000.0,247000000000.0,283000000000.0,331000000000.0,356000000000.0,393000000000.0,464000000000.0,567000000000.0,610000000000.0,570000000000.0,383000000000.0,498000000000.0,576000000000.0,548000000000.0,627000000000.0,703000000000.0,793000000000.0,935000000000.0,1050000000000.0,1170000000000.0,1050000000000.0,944000000000.0,1140000000000.0,1250000000000.0,1280000000000.0,1370000000000.0,1480000000000.0,1470000000000.0,1500000000000.0,1620000000000.0,1730000000000.0,1650000000000.0,1640000000000.0,1820000000000.0,1670000000000.0
Kuwait,KWT,28638868356.0,25058020338.0,21577153356.0,20871081080.0,21700082753.0,21445970614.0,17903989745.0,22368704134.0,20690322153.0,24313855653.0,18427777778.0,11009993703.0,19858555215.0,23941391391.0,24848483838.0,27186980647.0,31492373309.0,30350190704.0,25943705784.0,30122365849.0,37718743480.0,34889559870.0,38135788414.0,47874582232.0,59439090601.0,80798630137.0,102000000000.0,115000000000.0,147000000000.0,106000000000.0,115000000000.0,154000000000.0,174000000000.0,174000000000.0,163000000000.0,115000000000.0,109000000000.0,121000000000.0,139000000000.0,141000000000.0,111000000000.0,148000000000.0,184000000000.0
Liberia,LBR,854711500.0,846514500.0,863933200.0,823374900.0,848478300.0,851296100.0,840964400.0,972800000.0,1038300000.0,786300000.0,384400000.0,348000000.0,223500000.0,160400000.0,132200000.0,134800000.0,159400000.0,295900000.0,359600000.0,441800000.0,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3176126300.0,3513049500.0,4001047000.0
